dataset,condition,trial,oddity_index,images
banktrial,chair_cluster2,chair_c2_8a845bb67ee8486d6199d6fe090be061_0,1,"['chair_8a845bb67ee8486d6199d6fe090be061_009.png', 'chair_7a9969fac794484c327289c00b6dc9ca_008.png', 'chair_8a845bb67ee8486d6199d6fe090be061_001.png']"
banktrial,chair_cluster2,chair_c2_8a845bb67ee8486d6199d6fe090be061_1,1,"['chair_8a845bb67ee8486d6199d6fe090be061_010.png', 'chair_34dc6c4e022b380cf91663a74ccd2338_005.png', 'chair_8a845bb67ee8486d6199d6fe090be061_005.png']"
banktrial,chair_cluster2,chair_c2_8a845bb67ee8486d6199d6fe090be061_2,1,"['chair_8a845bb67ee8486d6199d6fe090be061_010.png', 'chair_8b3d1c34753e095cb05550de345b6d0a_006.png', 'chair_8a845bb67ee8486d6199d6fe090be061_002.png']"
banktrial,chair_cluster2,chair_c2_63da17eda9d415b5319c5e90e9cc9126_0,1,"['chair_63da17eda9d415b5319c5e90e9cc9126_004.png', 'chair_91cd85647eef236490e75b1cd0f0169_006.png', 'chair_63da17eda9d415b5319c5e90e9cc9126_002.png']"
banktrial,chair_cluster2,chair_c2_63da17eda9d415b5319c5e90e9cc9126_1,0,"['chair_40ee8ed17f6ea51224669056e0d19a1_006.png', 'chair_63da17eda9d415b5319c5e90e9cc9126_014.png', 'chair_63da17eda9d415b5319c5e90e9cc9126_002.png']"
banktrial,chair_cluster2,chair_c2_63da17eda9d415b5319c5e90e9cc9126_2,0,"['chair_91cd85647eef236490e75b1cd0f0169_010.png', 'chair_63da17eda9d415b5319c5e90e9cc9126_013.png', 'chair_63da17eda9d415b5319c5e90e9cc9126_014.png']"
banktrial,chair_cluster2,chair_c2_9b9cfaea2a7ba04c461ec9f1803b17a7_0,2,"['chair_9b9cfaea2a7ba04c461ec9f1803b17a7_010.png', 'chair_9b9cfaea2a7ba04c461ec9f1803b17a7_000.png', 'chair_6d4ce042f204e89db413bc67c6e4035a_006.png']"
banktrial,chair_cluster2,chair_c2_9b9cfaea2a7ba04c461ec9f1803b17a7_1,1,"['chair_9b9cfaea2a7ba04c461ec9f1803b17a7_002.png', 'chair_61943ed43201e59ed7f7a4c4609b0913_002.png', 'chair_9b9cfaea2a7ba04c461ec9f1803b17a7_003.png']"
banktrial,chair_cluster2,chair_c2_9b9cfaea2a7ba04c461ec9f1803b17a7_2,2,"['chair_9b9cfaea2a7ba04c461ec9f1803b17a7_006.png', 'chair_9b9cfaea2a7ba04c461ec9f1803b17a7_008.png', 'chair_fcfb7012968416679c0b027ae5b223d6_011.png']"
banktrial,chair_cluster2,chair_c2_40ee8ed17f6ea51224669056e0d19a1_0,0,"['chair_bcf67dfcbd6c1fe7da8e9e0272759299_001.png', 'chair_40ee8ed17f6ea51224669056e0d19a1_013.png', 'chair_40ee8ed17f6ea51224669056e0d19a1_011.png']"
banktrial,chair_cluster2,chair_c2_40ee8ed17f6ea51224669056e0d19a1_1,1,"['chair_40ee8ed17f6ea51224669056e0d19a1_005.png', 'chair_2195099b0295f692afca3357bb07ab96_011.png', 'chair_40ee8ed17f6ea51224669056e0d19a1_008.png']"
banktrial,chair_cluster2,chair_c2_40ee8ed17f6ea51224669056e0d19a1_2,0,"['chair_39911f927331db1c8687ff9b0b4e4ac_011.png', 'chair_40ee8ed17f6ea51224669056e0d19a1_012.png', 'chair_40ee8ed17f6ea51224669056e0d19a1_011.png']"
banktrial,chair_cluster2,chair_c2_92175cfac21b10e76e5b9257c4084ca2_0,1,"['chair_92175cfac21b10e76e5b9257c4084ca2_008.png', 'chair_c3c159a5a56614aad7b20fded0142d7a_010.png', 'chair_92175cfac21b10e76e5b9257c4084ca2_001.png']"
banktrial,chair_cluster2,chair_c2_92175cfac21b10e76e5b9257c4084ca2_1,0,"['chair_5aea2a227125a81bccda8d28b44378b7_013.png', 'chair_92175cfac21b10e76e5b9257c4084ca2_002.png', 'chair_92175cfac21b10e76e5b9257c4084ca2_011.png']"
banktrial,chair_cluster2,chair_c2_92175cfac21b10e76e5b9257c4084ca2_2,0,"['chair_d93760fda8d73aaece101336817a135f_005.png', 'chair_92175cfac21b10e76e5b9257c4084ca2_012.png', 'chair_92175cfac21b10e76e5b9257c4084ca2_000.png']"
banktrial,chair_cluster2,chair_c2_4aa9b5829edec8ac4671d97b0fd17f51_0,2,"['chair_4aa9b5829edec8ac4671d97b0fd17f51_005.png', 'chair_4aa9b5829edec8ac4671d97b0fd17f51_003.png', 'chair_97c5ee9d477c82146c7e21b4ce9a4103_006.png']"
banktrial,chair_cluster2,chair_c2_4aa9b5829edec8ac4671d97b0fd17f51_1,2,"['chair_4aa9b5829edec8ac4671d97b0fd17f51_009.png', 'chair_4aa9b5829edec8ac4671d97b0fd17f51_012.png', 'chair_4363eb3e65ada91ae3f7a74e12a274ef_007.png']"
banktrial,chair_cluster2,chair_c2_4aa9b5829edec8ac4671d97b0fd17f51_2,0,"['chair_8da327a8eea887fd492d9da2668ec34c_002.png', 'chair_4aa9b5829edec8ac4671d97b0fd17f51_011.png', 'chair_4aa9b5829edec8ac4671d97b0fd17f51_007.png']"
banktrial,chair_cluster2,chair_c2_4365a4d98c9b979019149a7f35de06bd_0,2,"['chair_4365a4d98c9b979019149a7f35de06bd_009.png', 'chair_4365a4d98c9b979019149a7f35de06bd_014.png', 'chair_7f11f4251d2faee4492d9da2668ec34c_010.png']"
banktrial,chair_cluster2,chair_c2_4365a4d98c9b979019149a7f35de06bd_1,1,"['chair_4365a4d98c9b979019149a7f35de06bd_005.png', 'chair_7a9969fac794484c327289c00b6dc9ca_004.png', 'chair_4365a4d98c9b979019149a7f35de06bd_006.png']"
banktrial,chair_cluster2,chair_c2_4365a4d98c9b979019149a7f35de06bd_2,2,"['chair_4365a4d98c9b979019149a7f35de06bd_004.png', 'chair_4365a4d98c9b979019149a7f35de06bd_001.png', 'chair_eba001ddae2ce5eed5d673747c0e3adb_014.png']"
banktrial,chair_cluster2,chair_c2_e9e224bc0a0787d8320f10afdfbaa18_0,0,"['chair_4422c64dffcd8662eaf288f952624966_012.png', 'chair_e9e224bc0a0787d8320f10afdfbaa18_007.png', 'chair_e9e224bc0a0787d8320f10afdfbaa18_010.png']"
banktrial,chair_cluster2,chair_c2_e9e224bc0a0787d8320f10afdfbaa18_1,2,"['chair_e9e224bc0a0787d8320f10afdfbaa18_003.png', 'chair_e9e224bc0a0787d8320f10afdfbaa18_010.png', 'chair_7f11f4251d2faee4492d9da2668ec34c_002.png']"
banktrial,chair_cluster2,chair_c2_e9e224bc0a0787d8320f10afdfbaa18_2,0,"['chair_4422c64dffcd8662eaf288f952624966_005.png', 'chair_e9e224bc0a0787d8320f10afdfbaa18_003.png', 'chair_e9e224bc0a0787d8320f10afdfbaa18_000.png']"
banktrial,chair_cluster2,chair_c2_8da327a8eea887fd492d9da2668ec34c_0,0,"['chair_4aa9b5829edec8ac4671d97b0fd17f51_008.png', 'chair_8da327a8eea887fd492d9da2668ec34c_007.png', 'chair_8da327a8eea887fd492d9da2668ec34c_000.png']"
banktrial,chair_cluster2,chair_c2_8da327a8eea887fd492d9da2668ec34c_1,2,"['chair_8da327a8eea887fd492d9da2668ec34c_002.png', 'chair_8da327a8eea887fd492d9da2668ec34c_000.png', 'chair_34dc6c4e022b380cf91663a74ccd2338_001.png']"
banktrial,chair_cluster2,chair_c2_8da327a8eea887fd492d9da2668ec34c_2,1,"['chair_8da327a8eea887fd492d9da2668ec34c_008.png', 'chair_e462df8166441ffaeedb49f6d982d28_008.png', 'chair_8da327a8eea887fd492d9da2668ec34c_007.png']"
banktrial,chair_cluster2,chair_c2_81158ce36c90c319740641939c9d6dc9_0,0,"['chair_bfb93705c05ecd0d31e7ccd4db190c0d_002.png', 'chair_81158ce36c90c319740641939c9d6dc9_007.png', 'chair_81158ce36c90c319740641939c9d6dc9_008.png']"
banktrial,chair_cluster2,chair_c2_81158ce36c90c319740641939c9d6dc9_1,0,"['chair_594d5b7f3e705a1ab3234e0da44b11e4_011.png', 'chair_81158ce36c90c319740641939c9d6dc9_001.png', 'chair_81158ce36c90c319740641939c9d6dc9_000.png']"
banktrial,chair_cluster2,chair_c2_81158ce36c90c319740641939c9d6dc9_2,0,"['chair_594d5b7f3e705a1ab3234e0da44b11e4_009.png', 'chair_81158ce36c90c319740641939c9d6dc9_004.png', 'chair_81158ce36c90c319740641939c9d6dc9_000.png']"
banktrial,chair_cluster2,chair_c2_b6e662b81c62dc9b688f5a44034a346_0,2,"['chair_b6e662b81c62dc9b688f5a44034a346_005.png', 'chair_b6e662b81c62dc9b688f5a44034a346_012.png', 'chair_5748c2c222d1528deb0a72cc21af76ff_011.png']"
banktrial,chair_cluster2,chair_c2_b6e662b81c62dc9b688f5a44034a346_1,2,"['chair_b6e662b81c62dc9b688f5a44034a346_007.png', 'chair_b6e662b81c62dc9b688f5a44034a346_006.png', 'chair_92175cfac21b10e76e5b9257c4084ca2_002.png']"
banktrial,chair_cluster2,chair_c2_b6e662b81c62dc9b688f5a44034a346_2,0,"['chair_92175cfac21b10e76e5b9257c4084ca2_002.png', 'chair_b6e662b81c62dc9b688f5a44034a346_002.png', 'chair_b6e662b81c62dc9b688f5a44034a346_009.png']"
banktrial,chair_cluster2,chair_c2_2e0beb3b6927a2b7e45ef4135c266a12_0,2,"['chair_2e0beb3b6927a2b7e45ef4135c266a12_000.png', 'chair_2e0beb3b6927a2b7e45ef4135c266a12_003.png', 'chair_7595d089aefd8ed5af7c7ad2549a1b15_012.png']"
banktrial,chair_cluster2,chair_c2_2e0beb3b6927a2b7e45ef4135c266a12_1,2,"['chair_2e0beb3b6927a2b7e45ef4135c266a12_008.png', 'chair_2e0beb3b6927a2b7e45ef4135c266a12_001.png', 'chair_91cd85647eef236490e75b1cd0f0169_009.png']"
banktrial,chair_cluster2,chair_c2_2e0beb3b6927a2b7e45ef4135c266a12_2,2,"['chair_2e0beb3b6927a2b7e45ef4135c266a12_011.png', 'chair_2e0beb3b6927a2b7e45ef4135c266a12_013.png', 'chair_9b9cfaea2a7ba04c461ec9f1803b17a7_003.png']"
banktrial,chair_cluster2,chair_c2_a6009749fd05fed82d19175e7d19b7cb_0,0,"['chair_d045654d572bc46f19fb4103277a6b93_004.png', 'chair_a6009749fd05fed82d19175e7d19b7cb_003.png', 'chair_a6009749fd05fed82d19175e7d19b7cb_000.png']"
banktrial,chair_cluster2,chair_c2_a6009749fd05fed82d19175e7d19b7cb_1,2,"['chair_a6009749fd05fed82d19175e7d19b7cb_011.png', 'chair_a6009749fd05fed82d19175e7d19b7cb_014.png', 'chair_63da17eda9d415b5319c5e90e9cc9126_012.png']"
banktrial,chair_cluster2,chair_c2_a6009749fd05fed82d19175e7d19b7cb_2,1,"['chair_a6009749fd05fed82d19175e7d19b7cb_011.png', 'chair_5aea2a227125a81bccda8d28b44378b7_010.png', 'chair_a6009749fd05fed82d19175e7d19b7cb_000.png']"
banktrial,chair_cluster2,chair_c2_594d5b7f3e705a1ab3234e0da44b11e4_0,1,"['chair_594d5b7f3e705a1ab3234e0da44b11e4_000.png', 'chair_9a522f446662bd23a07a1bace8cff15c_003.png', 'chair_594d5b7f3e705a1ab3234e0da44b11e4_002.png']"
banktrial,chair_cluster2,chair_c2_594d5b7f3e705a1ab3234e0da44b11e4_1,0,"['chair_78446e1cc15f757297936c81e7f6629_013.png', 'chair_594d5b7f3e705a1ab3234e0da44b11e4_008.png', 'chair_594d5b7f3e705a1ab3234e0da44b11e4_009.png']"
banktrial,chair_cluster2,chair_c2_594d5b7f3e705a1ab3234e0da44b11e4_2,2,"['chair_594d5b7f3e705a1ab3234e0da44b11e4_003.png', 'chair_594d5b7f3e705a1ab3234e0da44b11e4_005.png', 'chair_c6811f115d89758f46fb9c38320df24e_001.png']"
banktrial,chair_cluster2,chair_c2_6b10b9f8b8f38cfadebf8d14d5516c20_0,0,"['chair_d93760fda8d73aaece101336817a135f_011.png', 'chair_6b10b9f8b8f38cfadebf8d14d5516c20_010.png', 'chair_6b10b9f8b8f38cfadebf8d14d5516c20_008.png']"
banktrial,chair_cluster2,chair_c2_6b10b9f8b8f38cfadebf8d14d5516c20_1,1,"['chair_6b10b9f8b8f38cfadebf8d14d5516c20_009.png', 'chair_91cd85647eef236490e75b1cd0f0169_003.png', 'chair_6b10b9f8b8f38cfadebf8d14d5516c20_006.png']"
banktrial,chair_cluster2,chair_c2_6b10b9f8b8f38cfadebf8d14d5516c20_2,0,"['chair_c472a815afff5ff0e6c5cd45aa112726_009.png', 'chair_6b10b9f8b8f38cfadebf8d14d5516c20_002.png', 'chair_6b10b9f8b8f38cfadebf8d14d5516c20_004.png']"
banktrial,chair_cluster2,chair_c2_95c5a8897fa78d3883b06dcdd869d9ac_0,1,"['chair_95c5a8897fa78d3883b06dcdd869d9ac_008.png', 'chair_3318f55fdfb9a132f83ac1589b0e94a6_002.png', 'chair_95c5a8897fa78d3883b06dcdd869d9ac_001.png']"
banktrial,chair_cluster2,chair_c2_95c5a8897fa78d3883b06dcdd869d9ac_1,1,"['chair_95c5a8897fa78d3883b06dcdd869d9ac_011.png', 'chair_5748c2c222d1528deb0a72cc21af76ff_008.png', 'chair_95c5a8897fa78d3883b06dcdd869d9ac_004.png']"
banktrial,chair_cluster2,chair_c2_95c5a8897fa78d3883b06dcdd869d9ac_2,0,"['chair_3318f55fdfb9a132f83ac1589b0e94a6_000.png', 'chair_95c5a8897fa78d3883b06dcdd869d9ac_013.png', 'chair_95c5a8897fa78d3883b06dcdd869d9ac_005.png']"
banktrial,chair_cluster2,chair_c2_bfb93705c05ecd0d31e7ccd4db190c0d_0,1,"['chair_bfb93705c05ecd0d31e7ccd4db190c0d_002.png', 'chair_3037c7d4d9dcb8f535b063aa516d32d0_008.png', 'chair_bfb93705c05ecd0d31e7ccd4db190c0d_014.png']"
banktrial,chair_cluster2,chair_c2_bfb93705c05ecd0d31e7ccd4db190c0d_1,1,"['chair_bfb93705c05ecd0d31e7ccd4db190c0d_014.png', 'chair_5aea2a227125a81bccda8d28b44378b7_007.png', 'chair_bfb93705c05ecd0d31e7ccd4db190c0d_006.png']"
banktrial,chair_cluster2,chair_c2_bfb93705c05ecd0d31e7ccd4db190c0d_2,2,"['chair_bfb93705c05ecd0d31e7ccd4db190c0d_004.png', 'chair_bfb93705c05ecd0d31e7ccd4db190c0d_011.png', 'chair_7595d089aefd8ed5af7c7ad2549a1b15_006.png']"
banktrial,chair_cluster2,chair_c2_99e4c4b39b75a06b30e06a011e63236a_0,2,"['chair_99e4c4b39b75a06b30e06a011e63236a_007.png', 'chair_99e4c4b39b75a06b30e06a011e63236a_003.png', 'chair_64e77e9e5887ce95492d9da2668ec34c_008.png']"
banktrial,chair_cluster2,chair_c2_99e4c4b39b75a06b30e06a011e63236a_1,1,"['chair_99e4c4b39b75a06b30e06a011e63236a_007.png', 'chair_bdedbb7887d2c1ac6a45b3b48c00378_007.png', 'chair_99e4c4b39b75a06b30e06a011e63236a_010.png']"
banktrial,chair_cluster2,chair_c2_99e4c4b39b75a06b30e06a011e63236a_2,2,"['chair_99e4c4b39b75a06b30e06a011e63236a_002.png', 'chair_99e4c4b39b75a06b30e06a011e63236a_010.png', 'chair_61943ed43201e59ed7f7a4c4609b0913_011.png']"
banktrial,chair_cluster2,chair_c2_d52e7e39bed3ed954f62c7a282978009_0,0,"['chair_fcfb7012968416679c0b027ae5b223d6_010.png', 'chair_d52e7e39bed3ed954f62c7a282978009_003.png', 'chair_d52e7e39bed3ed954f62c7a282978009_006.png']"
banktrial,chair_cluster2,chair_c2_d52e7e39bed3ed954f62c7a282978009_1,1,"['chair_d52e7e39bed3ed954f62c7a282978009_006.png', 'chair_78446e1cc15f757297936c81e7f6629_010.png', 'chair_d52e7e39bed3ed954f62c7a282978009_001.png']"
banktrial,chair_cluster2,chair_c2_d52e7e39bed3ed954f62c7a282978009_2,2,"['chair_d52e7e39bed3ed954f62c7a282978009_013.png', 'chair_d52e7e39bed3ed954f62c7a282978009_003.png', 'chair_507a5070cde81fd867936ca58e67cec6_002.png']"
banktrial,chair_cluster2,chair_c2_9a522f446662bd23a07a1bace8cff15c_0,2,"['chair_9a522f446662bd23a07a1bace8cff15c_006.png', 'chair_9a522f446662bd23a07a1bace8cff15c_000.png', 'chair_2195099b0295f692afca3357bb07ab96_014.png']"
banktrial,chair_cluster2,chair_c2_9a522f446662bd23a07a1bace8cff15c_1,0,"['chair_7a9969fac794484c327289c00b6dc9ca_001.png', 'chair_9a522f446662bd23a07a1bace8cff15c_004.png', 'chair_9a522f446662bd23a07a1bace8cff15c_001.png']"
banktrial,chair_cluster2,chair_c2_9a522f446662bd23a07a1bace8cff15c_2,1,"['chair_9a522f446662bd23a07a1bace8cff15c_005.png', 'chair_39311ad85e77d3b7492d9da2668ec34c_008.png', 'chair_9a522f446662bd23a07a1bace8cff15c_011.png']"
banktrial,chair_cluster2,chair_c2_df6a3bc55f86781218930ac69342cc5c_0,1,"['chair_df6a3bc55f86781218930ac69342cc5c_001.png', 'chair_fcfb7012968416679c0b027ae5b223d6_007.png', 'chair_df6a3bc55f86781218930ac69342cc5c_005.png']"
banktrial,chair_cluster2,chair_c2_df6a3bc55f86781218930ac69342cc5c_1,1,"['chair_df6a3bc55f86781218930ac69342cc5c_005.png', 'chair_a996cc501faa4ec841c6494d29fffa82_003.png', 'chair_df6a3bc55f86781218930ac69342cc5c_000.png']"
banktrial,chair_cluster2,chair_c2_df6a3bc55f86781218930ac69342cc5c_2,0,"['chair_a996cc501faa4ec841c6494d29fffa82_012.png', 'chair_df6a3bc55f86781218930ac69342cc5c_009.png', 'chair_df6a3bc55f86781218930ac69342cc5c_008.png']"
banktrial,chair_cluster2,chair_c2_4363eb3e65ada91ae3f7a74e12a274ef_0,0,"['chair_61943ed43201e59ed7f7a4c4609b0913_002.png', 'chair_4363eb3e65ada91ae3f7a74e12a274ef_014.png', 'chair_4363eb3e65ada91ae3f7a74e12a274ef_004.png']"
banktrial,chair_cluster2,chair_c2_4363eb3e65ada91ae3f7a74e12a274ef_1,2,"['chair_4363eb3e65ada91ae3f7a74e12a274ef_001.png', 'chair_4363eb3e65ada91ae3f7a74e12a274ef_000.png', 'chair_61943ed43201e59ed7f7a4c4609b0913_008.png']"
banktrial,chair_cluster2,chair_c2_4363eb3e65ada91ae3f7a74e12a274ef_2,1,"['chair_4363eb3e65ada91ae3f7a74e12a274ef_004.png', 'chair_61943ed43201e59ed7f7a4c4609b0913_014.png', 'chair_4363eb3e65ada91ae3f7a74e12a274ef_009.png']"
banktrial,chair_cluster2,chair_c2_61943ed43201e59ed7f7a4c4609b0913_0,1,"['chair_61943ed43201e59ed7f7a4c4609b0913_008.png', 'chair_c472a815afff5ff0e6c5cd45aa112726_006.png', 'chair_61943ed43201e59ed7f7a4c4609b0913_000.png']"
banktrial,chair_cluster2,chair_c2_61943ed43201e59ed7f7a4c4609b0913_1,1,"['chair_61943ed43201e59ed7f7a4c4609b0913_003.png', 'chair_9b9cfaea2a7ba04c461ec9f1803b17a7_011.png', 'chair_61943ed43201e59ed7f7a4c4609b0913_011.png']"
banktrial,chair_cluster2,chair_c2_61943ed43201e59ed7f7a4c4609b0913_2,1,"['chair_61943ed43201e59ed7f7a4c4609b0913_005.png', 'chair_8b3d1c34753e095cb05550de345b6d0a_009.png', 'chair_61943ed43201e59ed7f7a4c4609b0913_008.png']"
banktrial,chair_cluster2,chair_c2_7f11908f7ea9483c415dbfd895473b4f_0,1,"['chair_7f11908f7ea9483c415dbfd895473b4f_005.png', 'chair_65c7a3d8fb95311c492d9da2668ec34c_002.png', 'chair_7f11908f7ea9483c415dbfd895473b4f_006.png']"
banktrial,chair_cluster2,chair_c2_7f11908f7ea9483c415dbfd895473b4f_1,2,"['chair_7f11908f7ea9483c415dbfd895473b4f_013.png', 'chair_7f11908f7ea9483c415dbfd895473b4f_011.png', 'chair_7a9969fac794484c327289c00b6dc9ca_003.png']"
banktrial,chair_cluster2,chair_c2_7f11908f7ea9483c415dbfd895473b4f_2,0,"['chair_a4ecc0a3d68dafd44925bc492489de9c_002.png', 'chair_7f11908f7ea9483c415dbfd895473b4f_001.png', 'chair_7f11908f7ea9483c415dbfd895473b4f_006.png']"
banktrial,chair_cluster2,chair_c2_23b52ffd037c95223704253c4a874401_0,1,"['chair_23b52ffd037c95223704253c4a874401_004.png', 'chair_8da327a8eea887fd492d9da2668ec34c_013.png', 'chair_23b52ffd037c95223704253c4a874401_014.png']"
banktrial,chair_cluster2,chair_c2_23b52ffd037c95223704253c4a874401_1,0,"['chair_6a01eed3a575987211e48e4bcdc4a2a3_001.png', 'chair_23b52ffd037c95223704253c4a874401_001.png', 'chair_23b52ffd037c95223704253c4a874401_014.png']"
banktrial,chair_cluster2,chair_c2_23b52ffd037c95223704253c4a874401_2,0,"['chair_45c998547946bc4d6a88c250a18c2861_010.png', 'chair_23b52ffd037c95223704253c4a874401_012.png', 'chair_23b52ffd037c95223704253c4a874401_005.png']"
banktrial,chair_cluster2,chair_c2_4422c64dffcd8662eaf288f952624966_0,1,"['chair_4422c64dffcd8662eaf288f952624966_014.png', 'chair_30f077da43f30e64c862eec8232fff1e_010.png', 'chair_4422c64dffcd8662eaf288f952624966_002.png']"
banktrial,chair_cluster2,chair_c2_4422c64dffcd8662eaf288f952624966_1,2,"['chair_4422c64dffcd8662eaf288f952624966_008.png', 'chair_4422c64dffcd8662eaf288f952624966_007.png', 'chair_99e4c4b39b75a06b30e06a011e63236a_011.png']"
banktrial,chair_cluster2,chair_c2_4422c64dffcd8662eaf288f952624966_2,0,"['chair_34dc6c4e022b380cf91663a74ccd2338_005.png', 'chair_4422c64dffcd8662eaf288f952624966_011.png', 'chair_4422c64dffcd8662eaf288f952624966_006.png']"
banktrial,chair_cluster2,chair_c2_6534de9a07438b52ee3907b60a74e8f8_0,0,"['chair_fcfb7012968416679c0b027ae5b223d6_011.png', 'chair_6534de9a07438b52ee3907b60a74e8f8_008.png', 'chair_6534de9a07438b52ee3907b60a74e8f8_012.png']"
banktrial,chair_cluster2,chair_c2_6534de9a07438b52ee3907b60a74e8f8_1,0,"['chair_5c660775f1c7b202855c835f93769fb8_012.png', 'chair_6534de9a07438b52ee3907b60a74e8f8_001.png', 'chair_6534de9a07438b52ee3907b60a74e8f8_010.png']"
banktrial,chair_cluster2,chair_c2_6534de9a07438b52ee3907b60a74e8f8_2,0,"['chair_95c5a8897fa78d3883b06dcdd869d9ac_006.png', 'chair_6534de9a07438b52ee3907b60a74e8f8_008.png', 'chair_6534de9a07438b52ee3907b60a74e8f8_009.png']"
banktrial,chair_cluster2,chair_c2_eba001ddae2ce5eed5d673747c0e3adb_0,1,"['chair_eba001ddae2ce5eed5d673747c0e3adb_002.png', 'chair_ea7be2b97e78d5b35a4480134e0cdd21_013.png', 'chair_eba001ddae2ce5eed5d673747c0e3adb_004.png']"
banktrial,chair_cluster2,chair_c2_eba001ddae2ce5eed5d673747c0e3adb_1,0,"['chair_ea7be2b97e78d5b35a4480134e0cdd21_007.png', 'chair_eba001ddae2ce5eed5d673747c0e3adb_014.png', 'chair_eba001ddae2ce5eed5d673747c0e3adb_011.png']"
banktrial,chair_cluster2,chair_c2_eba001ddae2ce5eed5d673747c0e3adb_2,2,"['chair_eba001ddae2ce5eed5d673747c0e3adb_006.png', 'chair_eba001ddae2ce5eed5d673747c0e3adb_009.png', 'chair_5748c2c222d1528deb0a72cc21af76ff_012.png']"
banktrial,chair_cluster2,chair_c2_aa3e5b5828912c0b5d11e7d6920a72ce_0,2,"['chair_aa3e5b5828912c0b5d11e7d6920a72ce_014.png', 'chair_aa3e5b5828912c0b5d11e7d6920a72ce_005.png', 'chair_a4ecc0a3d68dafd44925bc492489de9c_012.png']"
banktrial,chair_cluster2,chair_c2_aa3e5b5828912c0b5d11e7d6920a72ce_1,0,"['chair_a4ecc0a3d68dafd44925bc492489de9c_006.png', 'chair_aa3e5b5828912c0b5d11e7d6920a72ce_001.png', 'chair_aa3e5b5828912c0b5d11e7d6920a72ce_008.png']"
banktrial,chair_cluster2,chair_c2_aa3e5b5828912c0b5d11e7d6920a72ce_2,0,"['chair_a4ecc0a3d68dafd44925bc492489de9c_012.png', 'chair_aa3e5b5828912c0b5d11e7d6920a72ce_008.png', 'chair_aa3e5b5828912c0b5d11e7d6920a72ce_014.png']"
banktrial,chair_cluster2,chair_c2_e159d82f67a5953b1fb41007d56c0ca1_0,1,"['chair_e159d82f67a5953b1fb41007d56c0ca1_006.png', 'chair_8da327a8eea887fd492d9da2668ec34c_000.png', 'chair_e159d82f67a5953b1fb41007d56c0ca1_014.png']"
banktrial,chair_cluster2,chair_c2_e159d82f67a5953b1fb41007d56c0ca1_1,2,"['chair_e159d82f67a5953b1fb41007d56c0ca1_001.png', 'chair_e159d82f67a5953b1fb41007d56c0ca1_005.png', 'chair_8a845bb67ee8486d6199d6fe090be061_001.png']"
banktrial,chair_cluster2,chair_c2_e159d82f67a5953b1fb41007d56c0ca1_2,0,"['chair_8da327a8eea887fd492d9da2668ec34c_002.png', 'chair_e159d82f67a5953b1fb41007d56c0ca1_007.png', 'chair_e159d82f67a5953b1fb41007d56c0ca1_006.png']"
banktrial,chair_cluster2,chair_c2_cfd2b4a2c8398220731d11154716a6b8_0,2,"['chair_cfd2b4a2c8398220731d11154716a6b8_013.png', 'chair_cfd2b4a2c8398220731d11154716a6b8_006.png', 'chair_2159af8011e13b81713decb1a0563b12_006.png']"
banktrial,chair_cluster2,chair_c2_cfd2b4a2c8398220731d11154716a6b8_1,2,"['chair_cfd2b4a2c8398220731d11154716a6b8_005.png', 'chair_cfd2b4a2c8398220731d11154716a6b8_008.png', 'chair_eba001ddae2ce5eed5d673747c0e3adb_007.png']"
banktrial,chair_cluster2,chair_c2_cfd2b4a2c8398220731d11154716a6b8_2,1,"['chair_cfd2b4a2c8398220731d11154716a6b8_001.png', 'chair_e32ee21232d2d5604747ada1cb39a749_000.png', 'chair_cfd2b4a2c8398220731d11154716a6b8_008.png']"
banktrial,chair_cluster2,chair_c2_23acbdfee13b407ce42d6c2ea750090e_0,0,"['chair_3318f55fdfb9a132f83ac1589b0e94a6_003.png', 'chair_23acbdfee13b407ce42d6c2ea750090e_014.png', 'chair_23acbdfee13b407ce42d6c2ea750090e_001.png']"
banktrial,chair_cluster2,chair_c2_23acbdfee13b407ce42d6c2ea750090e_1,0,"['chair_5d0a9fa5c8d9bef386f6991406b6a562_007.png', 'chair_23acbdfee13b407ce42d6c2ea750090e_003.png', 'chair_23acbdfee13b407ce42d6c2ea750090e_002.png']"
banktrial,chair_cluster2,chair_c2_23acbdfee13b407ce42d6c2ea750090e_2,2,"['chair_23acbdfee13b407ce42d6c2ea750090e_003.png', 'chair_23acbdfee13b407ce42d6c2ea750090e_008.png', 'chair_5d0a9fa5c8d9bef386f6991406b6a562_007.png']"
banktrial,chair_cluster2,chair_c2_e3b04359a3e9ac5de5dbcc9343304f4a_0,1,"['chair_e3b04359a3e9ac5de5dbcc9343304f4a_002.png', 'chair_20964e03ef001d8910684e111251a45_011.png', 'chair_e3b04359a3e9ac5de5dbcc9343304f4a_013.png']"
banktrial,chair_cluster2,chair_c2_e3b04359a3e9ac5de5dbcc9343304f4a_1,1,"['chair_e3b04359a3e9ac5de5dbcc9343304f4a_012.png', 'chair_4566839a362c5c223ec13b32c4d64f06_008.png', 'chair_e3b04359a3e9ac5de5dbcc9343304f4a_001.png']"
banktrial,chair_cluster2,chair_c2_e3b04359a3e9ac5de5dbcc9343304f4a_2,2,"['chair_e3b04359a3e9ac5de5dbcc9343304f4a_010.png', 'chair_e3b04359a3e9ac5de5dbcc9343304f4a_009.png', 'chair_aa3e5b5828912c0b5d11e7d6920a72ce_004.png']"
